Pocz_lp,Y,X1_Z2,X4_Z1,Ranga(X5),X6_Z2,X6_Z3,X6_Z5,X9,X10_Z2,X10_Z3,Ranga(X11),X12_Z1,Ranga(X12),X14_Z2,Ranga(X14),X15_Z1,X15_Z3,X18,X24
514,0,0,0,883.5,0,0,0,39395.64,0,0,1521.5,0,1926.5,0,2086.5,1,0,0,1
516,0,0,0,189.5,0,0,1,46998.32,0,0,966.5,0,1926.5,0,2086.5,1,0,1,1
517,0,0,0,883.5,0,1,0,43807.68,0,1,329.5,0,1926.5,0,284.5,0,0,1,1
518,0,1,0,2119.5,0,1,0,38340.32,0,0,329.5,0,1926.5,0,2086.5,1,0,0,1
521,0,0,1,883.5,0,0,0,44199.56,0,0,329.5,0,1926.5,0,2086.5,0,1,0,1
522,0,0,1,2119.5,0,0,1,55248.48,0,0,329.5,0,994.5,1,1170.5,0,0,0,1
527,0,0,0,883.5,1,0,0,42594.56,0,0,329.5,0,994.5,0,284.5,1,0,1,1
529,0,0,0,1619.5,0,1,0,42324.92,0,0,2084.5,0,994.5,1,1170.5,1,0,0,1
530,0,0,0,2119.5,0,0,0,45033.44,0,1,329.5,0,994.5,0,284.5,1,0,1,1
531,0,0,1,2119.5,0,0,0,41115.08,0,0,1521.5,0,1926.5,0,284.5,1,0,0,1
533,0,0,0,883.5,0,1,0,42650.8,0,0,2084.5,0,994.5,0,2086.5,0,0,1,1
535,0,1,0,2119.5,0,0,0,45120.84,0,0,2084.5,0,1926.5,0,284.5,1,0,1,1
537,0,0,0,2119.5,0,1,0,37977.52,0,0,1521.5,0,994.5,1,1170.5,1,0,1,1
540,0,1,1,1619.5,1,0,0,31937.48,0,0,329.5,0,1926.5,0,2086.5,0,0,1,1
541,0,0,0,2119.5,1,0,0,46498.08,0,1,329.5,0,1926.5,0,284.5,0,0,1,1
544,0,0,0,1619.5,0,0,0,41593.56,0,1,2084.5,0,1926.5,1,1170.5,0,0,0,1
545,0,0,0,189.5,0,0,1,50230.48,0,0,329.5,1,268.5,0,2086.5,0,0,1,1
546,0,0,1,189.5,0,0,1,32645.12,1,0,1521.5,1,268.5,0,2086.5,1,0,0,1
547,0,0,1,883.5,0,1,0,45910.52,0,0,329.5,0,1926.5,0,2086.5,1,0,0,1
548,0,1,1,1619.5,0,0,0,44778.48,0,0,329.5,1,268.5,1,1170.5,0,0,1,1
549,0,0,0,2119.5,0,1,0,47306.08,0,0,966.5,1,268.5,1,1170.5,0,1,0,1
550,0,0,0,883.5,0,0,0,34455.96,1,0,966.5,0,994.5,0,2086.5,1,0,1,1
553,0,0,0,1619.5,0,0,0,46082.64,0,0,329.5,1,268.5,0,2086.5,1,0,1,1
554,0,0,0,2119.5,0,0,0,52011.2,0,0,329.5,1,268.5,0,2086.5,0,0,0,1
555,0,0,0,2119.5,0,0,0,42566.04,1,0,329.5,0,1926.5,0,284.5,1,0,1,1
557,0,0,1,883.5,0,1,0,40745.4,0,0,966.5,0,994.5,0,2086.5,0,0,0,1
558,0,0,0,2119.5,0,0,1,50586.72,0,1,329.5,0,1926.5,0,2086.5,0,0,0,2
559,0,0,0,2119.5,0,0,0,37006.28,0,1,329.5,0,994.5,0,2086.5,1,0,0,1
560,0,0,0,2119.5,0,0,0,46792.4,0,0,966.5,0,994.5,0,284.5,0,1,1,1
561,0,1,1,1619.5,0,0,0,39704.64,1,0,329.5,0,994.5,0,2086.5,0,0,0,1
562,0,0,0,2119.5,0,1,0,41401.76,0,0,1521.5,0,1926.5,0,2086.5,1,0,0,1
563,0,0,1,883.5,1,0,0,36400.32,0,0,2084.5,0,994.5,0,2086.5,1,0,1,1
564,0,0,0,883.5,0,1,0,51707.04,0,0,1521.5,0,994.5,1,1170.5,0,0,1,1
565,0,0,0,1619.5,0,0,0,38049.56,1,0,966.5,0,1926.5,0,2086.5,1,0,0,1
566,0,0,1,883.5,1,0,0,48259.64,0,0,966.5,0,994.5,0,2086.5,0,0,0,1
567,0,0,0,2119.5,0,1,0,39233.24,0,0,966.5,1,268.5,1,1170.5,0,0,1,1
568,0,0,0,2119.5,0,1,0,46442.48,0,0,329.5,0,994.5,0,284.5,0,0,0,1
569,0,1,1,1619.5,1,0,0,29379,0,1,329.5,0,1926.5,1,1170.5,1,0,0,1
570,0,0,0,2119.5,0,0,0,42248.8,0,0,1521.5,0,1926.5,0,2086.5,0,0,1,1
571,0,1,0,2119.5,1,0,0,30757.96,1,0,329.5,0,1926.5,0,2086.5,1,0,1,2
573,0,1,0,2119.5,0,0,0,32577.44,0,0,1521.5,0,1926.5,1,1170.5,1,0,0,1
574,0,0,0,2119.5,0,1,0,51763.68,0,0,966.5,0,994.5,0,2086.5,0,0,1,1
575,0,0,0,189.5,0,0,1,41049.56,1,0,1521.5,0,994.5,1,1170.5,1,0,0,1
577,0,0,0,2119.5,0,0,0,44279.16,0,1,966.5,0,994.5,1,1170.5,1,0,1,1
578,0,0,0,1619.5,0,0,0,45990.6,0,0,1521.5,0,994.5,1,1170.5,1,0,1,1
582,0,0,1,883.5,0,0,0,38110.84,0,0,329.5,0,1926.5,0,284.5,0,0,0,1
583,0,0,1,1619.5,0,0,0,32043.32,0,0,1521.5,0,994.5,1,1170.5,0,0,0,1
586,0,0,1,883.5,0,1,0,38598.8,0,0,329.5,0,1926.5,0,284.5,1,0,0,1
588,0,1,0,189.5,0,0,1,36676.12,1,0,329.5,0,1926.5,0,284.5,0,1,0,1
590,0,0,0,189.5,0,0,1,42473.96,0,0,329.5,0,1926.5,0,284.5,1,0,1,1
592,0,0,0,1619.5,0,0,0,45651.32,1,0,329.5,0,1926.5,0,284.5,0,0,1,1
593,0,0,1,883.5,0,0,0,36512.64,0,0,1521.5,0,1926.5,0,2086.5,0,0,0,1
595,0,0,0,883.5,1,0,0,34238.12,0,0,966.5,0,1926.5,0,2086.5,1,0,1,1
597,0,1,0,1619.5,0,0,0,40831.44,1,0,1521.5,0,994.5,1,1170.5,1,0,0,1
598,0,0,1,1619.5,0,1,0,31605.4,0,0,1521.5,0,994.5,1,1170.5,0,0,0,1
599,0,1,1,883.5,0,1,0,39515.48,0,0,329.5,0,1926.5,0,2086.5,1,0,0,1
600,0,0,1,1619.5,1,0,0,50083.76,1,0,329.5,1,268.5,0,2086.5,0,0,0,1
601,1,0,0,883.5,1,0,0,13554.72,1,0,2084.5,0,994.5,1,1170.5,1,0,0,1
602,1,0,0,883.5,0,0,1,17344.98,1,0,2084.5,0,994.5,0,284.5,1,0,1,1
603,1,0,0,883.5,0,0,1,15936.2,1,0,1521.5,0,994.5,1,1170.5,1,0,1,1
604,1,0,0,883.5,0,0,1,15924.84,0,1,2084.5,0,1926.5,1,1170.5,1,0,0,1
606,1,0,0,883.5,0,0,1,14215.88,1,0,966.5,0,994.5,1,1170.5,0,0,1,1
607,1,0,1,189.5,0,0,1,13350.22,0,0,966.5,0,994.5,0,284.5,1,0,0,1
608,1,0,0,883.5,0,0,0,17590.02,0,0,329.5,0,994.5,1,1170.5,0,0,0,1
609,1,0,0,883.5,0,0,0,15136.06,1,0,2084.5,1,268.5,1,1170.5,0,1,0,2
610,1,0,0,883.5,0,0,0,17036.82,0,0,2084.5,0,994.5,1,1170.5,0,1,0,1
611,1,0,1,883.5,0,0,0,17280.6,1,0,966.5,0,994.5,1,1170.5,1,0,0,1
612,1,0,1,1619.5,0,0,0,15845.02,1,0,2084.5,0,1926.5,1,1170.5,0,0,1,1
614,1,1,0,883.5,1,0,0,15453.6,0,0,2084.5,0,994.5,0,284.5,0,0,1,4
617,1,0,0,883.5,0,0,0,15306.96,1,0,2084.5,0,994.5,1,1170.5,0,0,1,1
618,1,0,1,883.5,0,0,0,16828.8,1,0,966.5,0,994.5,0,284.5,1,0,1,1
620,1,0,0,189.5,0,0,1,13803.4,1,0,2084.5,0,994.5,1,1170.5,0,1,1,1
621,1,0,0,883.5,0,0,0,18457,0,0,2084.5,0,994.5,1,1170.5,0,0,0,2
622,1,0,0,883.5,0,0,1,14771.52,0,0,2084.5,1,268.5,1,1170.5,1,0,0,1
623,1,1,0,883.5,0,0,0,13709.1,1,0,2084.5,1,268.5,1,1170.5,0,0,1,1
624,1,0,1,883.5,0,0,0,15754.56,1,0,1521.5,0,994.5,0,2086.5,0,1,0,2
625,1,0,1,883.5,0,0,1,18176.4,0,0,2084.5,0,994.5,1,1170.5,1,0,1,1
627,1,1,0,189.5,0,0,1,10900.38,0,1,966.5,1,268.5,0,284.5,0,1,1,1
628,1,0,0,189.5,0,0,1,18795.04,0,1,2084.5,1,268.5,0,284.5,1,0,0,1
632,1,0,1,883.5,0,0,0,18998.52,1,0,2084.5,1,268.5,1,1170.5,0,1,0,3
633,1,0,0,883.5,0,0,0,16742.7,0,0,966.5,0,994.5,1,1170.5,0,0,0,2
634,1,0,0,883.5,0,1,0,15032.1,0,0,966.5,0,994.5,1,1170.5,0,0,1,1
636,1,0,0,883.5,1,0,0,16857.64,0,1,966.5,0,1926.5,1,1170.5,1,0,0,1
637,1,0,0,883.5,0,0,1,16683.76,1,0,2084.5,0,994.5,1,1170.5,0,0,0,3
638,1,0,0,883.5,1,0,0,13268.3,1,0,329.5,0,1926.5,1,1170.5,1,0,0,1
639,1,0,1,883.5,0,0,0,15564.14,1,0,1521.5,0,1926.5,1,1170.5,0,0,1,1
640,1,1,0,883.5,0,0,0,13889.48,0,1,1521.5,0,1926.5,1,1170.5,1,0,0,1
641,1,1,0,2119.5,0,0,0,14866.74,1,0,2084.5,1,268.5,1,1170.5,1,0,1,1
642,1,0,0,883.5,0,0,0,16179.42,1,0,329.5,0,994.5,1,1170.5,0,1,0,1
648,1,0,0,883.5,1,0,0,16994.9,0,0,966.5,0,994.5,0,2086.5,1,0,1,1
649,1,1,0,883.5,0,0,0,17108.28,0,0,1521.5,0,1926.5,1,1170.5,1,0,0,1
650,1,0,0,189.5,0,0,1,13943.32,1,0,2084.5,0,1926.5,1,1170.5,1,0,0,1
651,1,0,0,883.5,0,0,1,18326.58,0,0,329.5,0,994.5,0,2086.5,0,0,1,1
652,1,0,0,883.5,1,0,0,17467.68,0,0,1521.5,0,1926.5,1,1170.5,0,1,1,1
653,1,0,0,883.5,0,0,0,16530.04,0,0,2084.5,0,994.5,0,2086.5,1,0,1,1
655,1,0,0,189.5,0,0,1,16365.14,0,1,1521.5,0,994.5,1,1170.5,0,1,1,1
656,1,0,1,883.5,0,0,0,16184.32,0,0,966.5,1,268.5,1,1170.5,0,0,0,3
657,1,0,0,883.5,0,0,0,13923.34,0,0,329.5,1,268.5,1,1170.5,0,0,1,1
658,1,1,1,883.5,0,0,0,15972.86,1,0,2084.5,0,994.5,0,284.5,0,0,1,1
659,1,1,0,1619.5,0,0,1,15801.28,0,0,2084.5,0,1926.5,0,284.5,0,0,0,1
661,1,1,1,189.5,0,0,1,12574.34,0,0,2084.5,0,994.5,1,1170.5,0,0,0,1
663,1,1,0,2394.5,0,0,0,16728.06,0,0,2084.5,0,994.5,1,1170.5,0,0,1,3
664,1,0,0,883.5,0,0,0,15412.44,1,0,1521.5,0,1926.5,1,1170.5,0,0,1,1
665,1,0,0,189.5,0,0,1,10295.66,0,1,2084.5,0,994.5,1,1170.5,0,0,0,1
666,1,0,0,883.5,0,0,1,16523.5,0,1,966.5,1,268.5,1,1170.5,1,0,0,3
667,1,1,0,1619.5,0,0,1,16021.28,1,0,1521.5,0,1926.5,1,1170.5,1,0,1,1
670,1,0,0,883.5,0,0,0,16855.98,0,0,2084.5,1,268.5,1,1170.5,0,0,1,1
673,1,0,1,189.5,0,0,1,14609.6,1,0,966.5,1,268.5,0,2086.5,0,0,1,1
674,1,1,0,883.5,0,0,0,13430.9,1,0,2084.5,1,268.5,1,1170.5,0,0,0,1
675,1,1,0,883.5,0,0,0,15486.76,0,0,966.5,1,268.5,0,2086.5,0,1,0,4
676,1,0,0,883.5,0,0,0,14622.76,0,0,966.5,0,1926.5,1,1170.5,0,1,0,1
677,1,0,0,883.5,0,0,0,14726.58,1,0,2084.5,1,268.5,1,1170.5,0,0,1,1
678,1,0,0,883.5,0,0,0,14249.64,1,0,2084.5,1,268.5,1,1170.5,0,1,1,1
680,1,0,0,2119.5,0,0,0,18983.02,1,0,966.5,0,1926.5,1,1170.5,1,0,1,1
681,1,0,1,189.5,0,0,1,12258.4,1,0,329.5,0,1926.5,1,1170.5,1,0,0,3
683,1,0,0,883.5,0,0,0,13352.78,1,0,2084.5,0,994.5,0,2086.5,1,0,1,4
685,1,0,1,2119.5,0,0,0,15968.26,0,0,966.5,1,268.5,0,284.5,0,1,1,1
686,1,0,0,2119.5,0,1,0,13905.1,1,0,2084.5,0,994.5,1,1170.5,0,0,0,1
687,1,0,0,883.5,0,0,1,14376.76,0,0,2084.5,1,268.5,0,2086.5,1,0,1,1
691,1,0,0,2119.5,0,1,0,16694,1,0,966.5,0,994.5,1,1170.5,1,0,0,1
692,1,0,0,883.5,0,0,0,15949.9,0,0,966.5,1,268.5,0,2086.5,1,0,0,1
693,1,0,1,883.5,0,0,1,16127.16,1,0,2084.5,1,268.5,1,1170.5,1,0,1,2
696,1,1,0,883.5,0,0,0,13619.96,1,0,2084.5,0,994.5,1,1170.5,1,0,1,1
697,1,0,1,1619.5,0,0,0,15825.18,0,1,2084.5,1,268.5,0,284.5,0,1,0,1
698,1,1,1,1619.5,0,0,0,14718.82,0,0,966.5,0,994.5,1,1170.5,0,1,0,1
700,1,0,0,883.5,0,0,0,15689.48,0,0,2084.5,0,994.5,1,1170.5,0,1,0,1
702,1,0,0,883.5,0,0,1,14407.68,0,0,329.5,0,1926.5,1,1170.5,1,0,0,1
706,1,0,0,1619.5,0,1,0,13847.92,0,0,2084.5,0,994.5,1,1170.5,0,1,0,1
710,1,0,0,2119.5,0,0,0,13053.22,1,0,1521.5,1,268.5,1,1170.5,0,0,0,1
711,1,0,0,883.5,0,0,0,16879.42,0,0,1521.5,1,268.5,0,284.5,0,0,1,1
715,1,0,1,1619.5,0,0,0,17563.36,1,0,1521.5,1,268.5,0,2086.5,0,0,1,2
716,1,0,1,2119.5,1,0,0,16542.54,0,0,966.5,0,1926.5,1,1170.5,0,0,1,1
717,1,0,0,189.5,0,0,1,16382,1,0,2084.5,1,268.5,1,1170.5,1,0,1,1
718,1,0,0,1619.5,1,0,0,15159.64,1,0,329.5,0,994.5,1,1170.5,1,0,0,1
720,1,0,0,883.5,0,0,0,18850.38,1,0,2084.5,0,1926.5,1,1170.5,0,1,1,1
721,1,0,0,2119.5,0,0,1,14922.56,0,0,329.5,1,268.5,0,284.5,0,0,0,1
722,1,1,1,189.5,0,0,1,12383.28,1,0,2084.5,0,1926.5,1,1170.5,0,1,0,1
724,1,0,0,1619.5,0,0,1,14064.3,1,0,329.5,1,268.5,0,284.5,0,1,1,1
726,1,0,1,883.5,0,0,0,19313.76,0,0,1521.5,1,268.5,1,1170.5,0,0,1,4
727,1,0,1,1619.5,0,0,1,15283.84,1,0,2084.5,0,1926.5,1,1170.5,0,1,1,1
728,1,0,1,1619.5,0,0,0,18928.24,0,0,2084.5,1,268.5,1,1170.5,0,0,1,1
729,1,0,1,189.5,0,0,1,14105.74,1,0,2084.5,0,994.5,1,1170.5,1,0,1,1
732,1,1,0,883.5,0,0,0,15452.32,1,0,2084.5,0,994.5,1,1170.5,0,0,1,1
736,1,0,0,189.5,0,0,1,14699.48,1,0,1521.5,0,994.5,1,1170.5,0,1,1,4
738,1,0,0,1619.5,0,0,1,15813.74,0,0,1521.5,0,1926.5,1,1170.5,1,0,1,1
739,1,0,0,189.5,0,0,1,11686.44,1,0,966.5,0,994.5,0,284.5,1,0,1,1
740,1,1,0,189.5,0,0,1,14070,1,0,2084.5,0,994.5,1,1170.5,0,0,1,1
741,1,1,0,2119.5,0,0,1,13859.22,0,0,1521.5,0,994.5,0,284.5,0,1,0,1
744,1,0,0,883.5,0,0,0,15936.34,1,0,966.5,0,994.5,1,1170.5,1,0,0,1
745,1,0,0,189.5,0,0,1,13818.8,0,0,1521.5,0,994.5,0,2086.5,0,0,1,1
749,1,0,0,883.5,0,0,0,16108.74,0,0,2084.5,0,994.5,0,2086.5,0,0,0,3
750,1,0,0,883.5,0,0,1,14344.78,1,0,966.5,1,268.5,0,2086.5,0,1,0,1
752,1,1,1,189.5,0,0,1,13010.58,1,0,966.5,0,994.5,0,284.5,0,1,0,1
753,1,1,1,189.5,0,0,1,10777.12,0,1,2084.5,0,1926.5,1,1170.5,1,0,1,1
754,1,1,1,883.5,0,0,0,13076.52,1,0,2084.5,0,994.5,1,1170.5,1,0,0,1
756,1,1,0,1619.5,0,0,0,14427.16,0,1,1521.5,0,994.5,1,1170.5,0,1,1,1
757,1,0,0,883.5,0,0,0,18679.86,1,0,2084.5,0,994.5,1,1170.5,1,0,1,1
758,1,1,0,1619.5,0,0,0,15283.24,1,0,2084.5,0,994.5,1,1170.5,1,0,0,5
760,1,0,0,883.5,1,0,0,13264.44,1,0,1521.5,0,1926.5,1,1170.5,1,0,1,2
762,1,0,1,883.5,0,0,0,18650.62,1,0,966.5,0,1926.5,0,2086.5,1,0,0,1
763,1,0,1,883.5,0,0,1,13550.5,0,0,966.5,0,1926.5,1,1170.5,1,0,0,1
764,1,0,0,189.5,0,0,1,16090.6,0,1,966.5,1,268.5,0,284.5,0,0,1,1
768,1,0,0,883.5,0,0,1,16563.56,1,0,966.5,1,268.5,1,1170.5,1,0,0,2
769,1,0,1,883.5,0,0,0,15914.12,0,0,966.5,0,994.5,1,1170.5,0,0,1,1
770,1,0,0,1619.5,0,0,0,14758.8,1,0,966.5,0,994.5,1,1170.5,0,0,0,1
771,1,0,0,883.5,0,0,0,13800.16,1,0,329.5,1,268.5,0,2086.5,0,1,0,1
774,1,0,0,1619.5,0,0,0,16282.82,0,0,1521.5,0,994.5,1,1170.5,0,1,1,1
775,1,0,0,1619.5,0,0,0,15855.86,1,0,2084.5,0,1926.5,1,1170.5,0,0,0,1
776,1,0,1,2119.5,0,0,0,15536.3,0,0,1521.5,1,268.5,1,1170.5,0,1,1,1
777,1,0,1,2119.5,0,0,0,14786.48,1,0,966.5,0,994.5,1,1170.5,0,1,1,1
779,1,0,0,883.5,0,0,1,18829.68,1,0,2084.5,0,1926.5,1,1170.5,1,0,1,1
781,1,0,1,1619.5,0,0,0,19774.48,0,0,966.5,0,1926.5,1,1170.5,0,1,1,1
782,1,1,0,883.5,0,0,0,13995.82,0,0,2084.5,0,994.5,1,1170.5,0,0,1,1
785,1,0,1,2119.5,0,0,0,12980.52,0,1,1521.5,0,994.5,1,1170.5,1,0,0,1
786,1,0,0,883.5,0,0,0,18220.98,0,1,329.5,0,994.5,1,1170.5,1,0,1,2
787,1,0,0,883.5,0,0,0,15943.08,1,0,1521.5,1,268.5,1,1170.5,1,0,1,1
788,1,0,0,883.5,0,0,1,20576.14,0,0,966.5,1,268.5,0,2086.5,1,0,0,1
790,1,1,1,883.5,0,0,0,15923.56,0,0,329.5,0,994.5,1,1170.5,1,0,1,1
791,1,0,1,189.5,0,0,1,16957.94,1,0,2084.5,0,1926.5,1,1170.5,0,1,0,1
793,1,0,0,883.5,0,0,1,15003.18,1,0,966.5,0,1926.5,1,1170.5,1,0,1,1
795,1,1,0,883.5,0,0,0,15480.64,1,0,1521.5,0,994.5,1,1170.5,1,0,1,1
796,1,0,0,189.5,0,0,1,13502.28,1,0,2084.5,0,994.5,1,1170.5,0,1,1,1
797,1,1,0,1619.5,0,1,0,16805.92,0,0,966.5,0,994.5,0,284.5,0,0,0,1
798,1,0,0,883.5,0,0,0,17435.12,1,0,329.5,0,1926.5,0,284.5,0,1,1,1
799,1,0,0,189.5,0,0,1,12760.94,0,0,1521.5,0,1926.5,1,1170.5,0,1,1,1
800,1,0,0,2119.5,0,0,0,18611.48,1,0,329.5,1,268.5,1,1170.5,0,0,0,1
801,0,0,1,1619.5,0,0,0,49628.28,0,0,329.5,0,994.5,0,284.5,0,0,1,1
803,0,0,0,2119.5,0,0,0,47247.12,0,0,966.5,0,994.5,1,1170.5,0,0,1,1
804,0,0,1,883.5,0,0,0,31243.84,0,0,329.5,0,1926.5,1,1170.5,1,0,1,1
806,0,0,0,2119.5,1,0,0,37225.88,0,1,966.5,0,1926.5,0,284.5,0,0,0,1
807,0,0,0,1619.5,0,1,0,34028.64,1,0,329.5,0,1926.5,1,1170.5,0,0,1,1
808,0,0,1,883.5,0,1,0,46397.4,0,0,329.5,1,268.5,0,2086.5,1,0,1,1
809,0,0,1,2119.5,0,0,0,49986,0,0,329.5,0,1926.5,0,2086.5,0,0,0,1
811,0,0,1,1619.5,0,0,0,33681.6,1,0,2084.5,1,268.5,0,2086.5,1,0,1,2
812,0,0,0,1619.5,1,0,0,58751.68,0,0,1521.5,0,1926.5,0,2086.5,0,0,1,1
813,0,0,0,1619.5,1,0,0,53718.16,0,0,1521.5,0,1926.5,0,2086.5,1,0,0,1
814,0,0,1,883.5,1,0,0,39676.52,0,0,1521.5,0,1926.5,0,2086.5,1,0,0,1
815,0,0,0,883.5,0,0,0,49123.28,0,0,2084.5,1,268.5,0,284.5,0,0,1,1
817,0,0,0,883.5,1,0,0,45401.28,0,0,966.5,0,1926.5,1,1170.5,0,0,0,2
820,0,0,0,2119.5,0,0,0,29779.76,0,0,329.5,1,268.5,0,2086.5,0,0,1,1
821,0,0,0,883.5,0,0,0,43317.32,0,0,329.5,0,1926.5,1,1170.5,0,0,0,1
824,0,0,0,2119.5,0,1,0,32844.84,0,0,1521.5,0,1926.5,0,284.5,1,0,0,1
825,0,0,0,189.5,0,0,1,30088.52,1,0,329.5,0,1926.5,0,2086.5,1,0,0,1
826,0,0,0,1619.5,0,0,0,47733.52,1,0,1521.5,0,994.5,0,2086.5,0,0,1,1
829,0,0,0,883.5,0,0,0,44373.96,0,0,966.5,0,1926.5,0,284.5,1,0,0,1
830,0,0,0,2119.5,0,0,0,44767.8,0,0,966.5,0,1926.5,0,284.5,1,0,1,1
831,0,0,0,2119.5,0,0,0,41848.52,1,0,966.5,0,994.5,1,1170.5,1,0,1,1
834,0,0,0,2119.5,0,1,0,38569.36,0,0,329.5,1,268.5,1,1170.5,0,0,0,1
836,0,1,1,2119.5,0,0,1,37329.28,0,0,966.5,0,994.5,0,2086.5,1,0,1,1
837,0,0,1,2119.5,0,0,0,45996.16,0,1,329.5,0,994.5,1,1170.5,0,0,0,1
838,0,0,1,2119.5,0,0,0,39653.76,1,0,1521.5,0,994.5,0,2086.5,1,0,0,1
840,0,0,1,2119.5,0,0,1,32709.12,0,0,966.5,0,994.5,0,2086.5,1,0,1,1
841,0,0,0,883.5,0,1,0,51576.88,0,0,1521.5,0,994.5,0,284.5,0,0,0,1
842,0,1,0,883.5,0,1,0,46009.72,0,1,329.5,0,994.5,0,2086.5,1,0,1,2
843,0,0,0,2119.5,1,0,0,39857.04,1,0,2084.5,0,994.5,1,1170.5,0,1,1,1
844,0,0,0,1619.5,0,1,0,34995.32,0,0,329.5,0,994.5,1,1170.5,0,1,1,1
845,0,0,0,2119.5,0,0,0,46842,0,0,1521.5,0,1926.5,0,284.5,0,0,0,1
846,0,0,1,1619.5,0,0,0,40424.32,0,0,329.5,1,268.5,0,2086.5,1,0,1,1
850,0,0,0,1619.5,0,1,0,41551.32,0,0,966.5,0,994.5,1,1170.5,1,0,0,1
851,0,0,1,2119.5,0,1,0,46303.4,0,0,2084.5,0,994.5,1,1170.5,0,0,0,1
852,0,0,0,2119.5,1,0,0,49583.48,1,0,1521.5,0,994.5,0,2086.5,0,0,1,1
853,0,0,0,2119.5,0,0,0,52716.72,0,0,1521.5,0,1926.5,0,2086.5,1,0,1,1
855,0,0,0,883.5,0,0,0,37471.24,0,0,2084.5,0,994.5,0,284.5,1,0,1,1
856,0,0,1,1619.5,0,1,0,40609.08,0,0,329.5,0,994.5,1,1170.5,0,0,0,1
858,0,0,0,1619.5,1,0,0,49818.36,0,0,329.5,0,1926.5,0,284.5,0,0,0,1
859,0,0,0,883.5,0,0,0,38016.48,0,1,2084.5,0,994.5,1,1170.5,0,0,0,1
861,0,0,0,1619.5,0,0,0,41259.92,0,0,2084.5,1,268.5,1,1170.5,1,0,1,1
862,0,0,0,189.5,0,0,1,33312.76,0,0,329.5,1,268.5,0,2086.5,1,0,1,1
863,0,0,0,2119.5,1,0,0,41850.6,0,0,329.5,1,268.5,0,2086.5,0,0,0,1
866,0,0,0,1619.5,0,0,1,37932.32,0,0,1521.5,0,1926.5,1,1170.5,0,0,1,1
867,0,0,0,2119.5,0,0,0,43041.56,0,0,329.5,0,1926.5,0,2086.5,1,0,1,1
869,0,0,0,883.5,0,0,0,39573.68,1,0,966.5,0,994.5,0,2086.5,1,0,1,1
870,0,1,0,1619.5,0,0,0,30998.24,0,0,329.5,1,268.5,0,2086.5,0,0,1,1
871,0,0,0,883.5,0,0,0,39670.68,1,0,329.5,0,1926.5,0,284.5,1,0,0,1
872,0,0,0,883.5,0,0,0,43594.32,1,0,329.5,0,994.5,0,2086.5,0,0,0,1
873,0,0,0,883.5,0,0,0,48262.56,0,0,966.5,0,1926.5,0,2086.5,0,1,0,1
874,0,0,1,2119.5,0,0,0,34880.8,1,0,966.5,0,994.5,0,2086.5,0,0,0,3
875,0,0,0,883.5,0,0,0,48112.92,0,0,2084.5,0,1926.5,0,2086.5,1,0,0,1
876,0,1,0,883.5,0,1,0,39751.88,0,0,2084.5,0,1926.5,0,284.5,1,0,1,1
877,0,0,0,883.5,0,1,0,47887.84,0,0,329.5,0,1926.5,1,1170.5,1,0,1,1
882,0,0,0,2119.5,0,1,0,44860.64,1,0,2084.5,0,994.5,0,2086.5,1,0,1,1
883,0,0,0,2119.5,0,1,0,32955.84,0,0,1521.5,0,1926.5,1,1170.5,0,0,1,1
884,0,0,0,1619.5,1,0,0,38878.96,0,0,1521.5,0,1926.5,0,284.5,1,0,0,1
886,0,1,0,2119.5,0,0,0,43262.84,0,0,329.5,0,1926.5,1,1170.5,0,0,0,1
887,0,0,0,2119.5,0,1,0,32736.2,0,0,966.5,0,1926.5,1,1170.5,0,0,1,1
890,0,1,0,2119.5,0,1,0,35370.44,1,0,1521.5,0,994.5,0,2086.5,0,0,1,1
891,0,0,0,883.5,0,0,0,52980.24,0,0,1521.5,0,994.5,0,2086.5,1,0,1,1
892,0,1,1,1619.5,0,0,0,33542.8,0,1,329.5,0,1926.5,0,2086.5,1,0,1,1
893,0,0,0,2119.5,0,0,1,32476.28,1,0,966.5,0,1926.5,0,284.5,1,0,0,1
894,0,0,0,1619.5,0,1,0,39616.48,0,0,966.5,0,994.5,0,2086.5,0,0,0,1
896,0,0,0,2119.5,0,1,0,37839.04,0,0,329.5,1,268.5,0,2086.5,0,0,0,1
899,0,0,0,883.5,0,0,0,41903.24,0,0,329.5,0,1926.5,1,1170.5,1,0,1,2
901,0,0,0,2119.5,0,0,0,38645.52,0,0,329.5,0,994.5,0,284.5,0,0,0,1
902,0,1,1,1619.5,0,0,0,41488.48,0,0,1521.5,1,268.5,0,284.5,0,0,1,1
903,0,0,0,883.5,0,0,0,42134.12,1,0,966.5,1,268.5,0,2086.5,0,0,1,1
904,0,0,0,1619.5,0,0,0,31699.56,1,0,966.5,0,994.5,0,2086.5,1,0,0,1
905,0,0,0,2119.5,0,0,0,33270.2,0,1,1521.5,0,1926.5,0,2086.5,1,0,1,1
906,0,0,1,189.5,0,0,1,43535,0,0,1521.5,0,1926.5,1,1170.5,1,0,0,1
909,0,0,0,883.5,0,0,0,52316.88,0,0,1521.5,0,994.5,0,2086.5,0,0,1,2
910,0,1,0,1619.5,0,1,0,33806.6,0,0,2084.5,0,1926.5,0,2086.5,0,0,0,1
912,0,0,0,189.5,0,0,1,39733.16,0,0,329.5,0,1926.5,0,2086.5,1,0,1,1
