Pocz_lp,Y,X1_Z2,X4_Z1,Ranga(X5),X6_Z2,X6_Z3,X6_Z5,X9,X10_Z2,X10_Z3,Ranga(X11),X12_Z1,Ranga(X12),X14_Z2,Ranga(X14),X15_Z1,X15_Z3,X18,X24
913,0,0,0,189.5,0,0,1,29564.44,0,0,2084.5,0,1926.5,0,284.5,0,0,1,1
914,0,0,1,189.5,0,0,1,35513.84,0,0,329.5,0,1926.5,1,1170.5,1,0,1,1
915,0,0,0,1619.5,0,1,0,40808.76,0,0,1521.5,0,994.5,0,2086.5,0,0,0,2
916,0,1,1,883.5,0,0,0,32494.24,1,0,2084.5,0,1926.5,0,2086.5,0,0,1,3
917,0,1,0,2119.5,0,0,0,38022.44,0,0,329.5,0,1926.5,0,2086.5,1,0,1,1
918,0,0,0,883.5,1,0,0,40702,0,0,2084.5,0,1926.5,1,1170.5,1,0,1,1
919,0,0,0,2119.5,0,0,0,42377.96,0,0,966.5,0,1926.5,0,284.5,0,0,0,1
920,0,0,1,883.5,0,1,0,44542.04,0,0,1521.5,0,994.5,0,284.5,1,0,1,1
921,0,0,1,883.5,0,0,0,38324.36,0,0,966.5,0,1926.5,0,284.5,1,0,0,1
922,0,0,0,883.5,0,0,0,50014.16,0,0,2084.5,0,1926.5,0,284.5,0,0,1,1
923,0,0,0,2119.5,0,0,1,44827.04,0,0,329.5,1,268.5,0,284.5,1,0,0,1
924,0,1,1,2119.5,0,0,0,39221.96,0,0,329.5,0,994.5,0,2086.5,0,0,1,1
926,0,0,0,883.5,0,0,0,53078.48,1,0,966.5,0,1926.5,1,1170.5,0,1,1,1
928,0,0,0,883.5,0,1,0,54258.96,0,0,329.5,0,994.5,0,2086.5,1,0,1,1
929,0,0,1,2119.5,0,1,0,50855.44,1,0,1521.5,0,1926.5,0,2086.5,1,0,0,1
932,0,0,0,2119.5,0,0,0,60834.68,1,0,2084.5,0,1926.5,1,1170.5,1,0,0,1
933,0,0,0,2119.5,0,0,0,40541,0,1,329.5,0,1926.5,0,284.5,0,0,0,1
934,0,0,1,1619.5,0,1,0,53716.08,0,0,1521.5,0,994.5,1,1170.5,1,0,1,1
938,0,0,0,883.5,1,0,0,36389.2,0,0,329.5,0,1926.5,1,1170.5,1,0,1,3
939,0,0,0,2119.5,0,1,0,42357.36,0,0,329.5,0,1926.5,0,2086.5,0,0,1,1
940,0,0,0,189.5,0,0,1,43936.76,0,0,329.5,0,994.5,0,2086.5,0,0,0,1
943,0,1,0,1619.5,1,0,0,34530.2,0,0,2084.5,0,1926.5,1,1170.5,0,0,1,1
944,0,1,0,883.5,1,0,0,37683.92,0,0,329.5,0,1926.5,1,1170.5,0,0,0,2
947,0,1,0,1619.5,0,0,0,41636.2,1,0,1521.5,0,1926.5,0,2086.5,0,0,1,2
950,0,0,0,2119.5,0,1,0,40663.36,0,0,329.5,0,1926.5,0,2086.5,1,0,0,1
953,0,0,0,1619.5,0,1,0,37213.36,0,0,2084.5,0,994.5,1,1170.5,0,0,1,1
955,0,0,0,2119.5,0,0,0,35081,0,0,966.5,0,1926.5,0,284.5,0,0,1,1
956,0,0,0,2119.5,1,0,0,49755.76,0,0,329.5,0,994.5,0,2086.5,1,0,0,1
957,0,0,0,1619.5,0,0,0,41623.16,0,0,329.5,0,1926.5,0,2086.5,0,0,0,2
958,0,0,0,883.5,0,0,0,47092.68,1,0,2084.5,0,994.5,1,1170.5,0,0,0,1
959,0,0,0,2119.5,0,0,0,40121.52,0,0,966.5,0,1926.5,0,2086.5,0,0,0,1
961,0,0,0,1619.5,0,0,0,43156.52,0,0,329.5,0,1926.5,1,1170.5,0,0,1,1
962,0,0,0,883.5,0,1,0,44289.8,0,0,966.5,0,1926.5,1,1170.5,1,0,0,1
964,0,0,0,2119.5,1,0,0,44772.64,0,0,2084.5,0,1926.5,0,284.5,0,0,0,1
965,0,1,0,2119.5,1,0,0,38537.68,1,0,1521.5,0,1926.5,0,284.5,1,0,0,1
967,0,1,0,2119.5,1,0,0,34486.56,0,0,329.5,1,268.5,0,2086.5,0,0,1,1
970,0,0,1,883.5,0,1,0,38808.36,0,0,1521.5,0,1926.5,0,2086.5,0,0,1,1
971,0,1,0,883.5,0,1,0,33854.6,0,0,966.5,0,1926.5,0,2086.5,0,0,0,1
972,0,1,0,2119.5,1,0,0,42897,0,0,329.5,0,994.5,0,284.5,1,0,0,1
973,0,0,1,2119.5,0,0,0,38101.76,0,0,1521.5,0,994.5,1,1170.5,1,0,0,1
977,0,0,0,883.5,0,0,0,41990.52,0,0,329.5,0,1926.5,0,284.5,1,0,0,1
978,0,0,0,189.5,0,0,1,37475.6,0,0,1521.5,0,994.5,1,1170.5,0,0,0,1
979,0,0,0,1619.5,0,0,0,33061.8,0,0,966.5,0,1926.5,1,1170.5,0,0,0,1
980,0,0,0,189.5,0,0,1,39429.12,0,0,966.5,0,994.5,0,2086.5,0,0,1,1
981,0,0,0,2119.5,0,0,0,38838.08,0,0,329.5,0,994.5,0,284.5,0,0,0,1
982,0,0,0,883.5,0,1,0,41073.08,0,0,1521.5,0,994.5,0,2086.5,0,0,1,1
983,0,1,1,2119.5,0,0,1,30670.84,0,1,2084.5,0,994.5,1,1170.5,0,0,0,1
985,0,0,0,1619.5,1,0,0,40182.24,0,0,966.5,0,994.5,0,2086.5,1,0,0,1
986,0,0,1,1619.5,0,0,0,52625.6,0,0,329.5,0,1926.5,0,284.5,1,0,1,1
987,0,0,0,2119.5,1,0,0,43855.6,0,0,966.5,0,994.5,1,1170.5,0,0,0,1
988,0,0,0,2119.5,0,0,0,48755.24,0,0,329.5,0,1926.5,1,1170.5,0,0,0,3
989,0,0,0,2119.5,0,1,0,39894.32,0,0,966.5,0,994.5,0,284.5,0,0,0,1
991,0,0,0,2119.5,0,0,0,37803.92,1,0,1521.5,1,268.5,1,1170.5,0,0,1,1
992,0,1,0,883.5,0,0,0,36686.44,0,0,2084.5,0,1926.5,1,1170.5,1,0,1,1
994,0,0,0,1619.5,1,0,0,53951.52,0,0,329.5,0,1926.5,0,2086.5,1,0,1,1
995,0,0,0,883.5,0,0,0,46836.12,1,0,329.5,0,1926.5,0,2086.5,0,0,1,1
996,0,0,0,2119.5,0,0,0,40407.24,1,0,966.5,1,268.5,0,284.5,0,0,1,1
997,0,0,0,1619.5,0,0,0,43196.16,0,0,966.5,0,1926.5,0,2086.5,1,0,0,1
999,0,0,0,189.5,0,0,1,58502.72,0,0,2084.5,0,994.5,1,1170.5,1,0,1,2
1000,0,0,0,2119.5,0,0,0,46221.76,0,0,329.5,0,1926.5,0,2086.5,0,0,0,1
1001,1,1,0,883.5,0,0,0,16112.64,0,1,2084.5,0,1926.5,0,284.5,0,1,0,1
1002,1,0,0,2119.5,0,0,1,17379.78,1,0,2084.5,0,994.5,1,1170.5,1,0,1,5
1004,1,0,0,1619.5,0,0,0,19561.14,1,0,966.5,0,994.5,0,2086.5,0,1,1,1
1007,1,1,1,189.5,0,0,1,12322.58,0,0,966.5,1,268.5,1,1170.5,0,1,1,5
1009,1,0,0,883.5,1,0,0,17322.7,0,0,966.5,0,994.5,1,1170.5,0,0,0,1
1011,1,0,0,189.5,0,0,1,14871.2,0,1,2084.5,1,268.5,1,1170.5,0,1,1,1
1012,1,0,0,189.5,0,0,1,14011.76,1,0,2084.5,1,268.5,1,1170.5,0,0,0,2
1014,1,0,0,2119.5,0,0,1,17237.44,1,0,2084.5,0,1926.5,0,2086.5,0,0,1,1
1016,1,0,0,883.5,1,0,0,16616.04,0,0,1521.5,0,994.5,0,284.5,0,0,0,1
1017,1,0,0,1619.5,0,0,0,17730.32,0,0,2084.5,0,1926.5,1,1170.5,0,1,1,1
1018,1,0,0,883.5,0,0,0,14881.38,0,0,966.5,0,1926.5,0,284.5,1,0,1,1
1019,1,0,1,189.5,0,0,1,12535.08,0,0,966.5,1,268.5,1,1170.5,0,0,0,1
1022,1,0,1,883.5,0,0,0,14178.1,0,0,329.5,0,1926.5,0,284.5,0,0,1,1
1023,1,0,0,189.5,0,0,1,15737.76,1,0,1521.5,0,994.5,1,1170.5,0,0,0,2
1024,1,0,0,883.5,0,1,0,17689.18,0,1,2084.5,0,994.5,0,284.5,1,0,1,1
1025,1,0,0,883.5,1,0,0,16781.68,1,0,2084.5,0,994.5,1,1170.5,0,1,0,1
1026,1,0,1,1619.5,0,0,0,16694.4,1,0,966.5,0,994.5,1,1170.5,1,0,1,1
1028,1,0,1,2119.5,0,0,0,14764.7,1,0,1521.5,0,994.5,0,284.5,0,1,1,1
1030,1,0,1,189.5,0,0,1,16119,0,0,966.5,0,994.5,0,2086.5,1,0,1,1
1032,1,0,0,883.5,0,0,0,14266.4,0,0,966.5,0,994.5,1,1170.5,0,0,1,3
1033,1,0,0,883.5,0,0,0,17964.6,0,1,2084.5,0,1926.5,1,1170.5,0,0,1,1
1035,1,0,1,2394.5,0,0,0,16243.52,1,0,966.5,1,268.5,1,1170.5,1,0,1,5
1036,1,0,1,883.5,0,0,0,16528.04,0,0,1521.5,0,994.5,1,1170.5,1,0,1,1
1039,1,0,1,883.5,0,0,0,18537.44,0,0,966.5,1,268.5,0,2086.5,0,0,0,1
1043,1,1,0,883.5,0,0,0,13913.38,0,1,2084.5,0,994.5,0,2086.5,0,1,0,1
1045,1,1,0,883.5,0,0,0,15533.08,0,0,1521.5,0,994.5,0,284.5,0,1,0,1
1046,1,0,0,883.5,0,0,0,14838.84,1,0,2084.5,0,994.5,0,2086.5,1,0,0,1
1048,1,1,0,883.5,0,0,0,14557.46,0,1,329.5,0,994.5,1,1170.5,0,0,1,1
1049,1,1,1,1619.5,0,0,0,17655.34,0,1,2084.5,0,994.5,1,1170.5,0,0,0,1
1050,1,0,0,883.5,1,0,0,19159.88,0,0,2084.5,1,268.5,1,1170.5,0,1,0,1
1052,1,0,0,189.5,0,0,1,11930.32,1,0,966.5,0,1926.5,1,1170.5,0,0,1,1
1054,1,0,1,1619.5,0,0,1,17792.88,0,1,329.5,0,1926.5,1,1170.5,0,0,0,1
1056,1,0,0,189.5,0,0,1,17315.96,1,0,966.5,0,994.5,0,284.5,0,0,1,1
1057,1,0,0,883.5,0,0,0,18280.28,1,0,2084.5,1,268.5,1,1170.5,0,0,1,1
1058,1,1,0,883.5,0,1,0,15841.84,0,1,966.5,0,994.5,1,1170.5,0,1,1,1
1059,1,1,0,2394.5,0,0,0,18514.94,1,0,966.5,1,268.5,1,1170.5,1,0,0,1
1061,1,0,1,883.5,0,0,0,15839.4,0,1,966.5,1,268.5,1,1170.5,0,0,0,1
1062,1,1,0,189.5,0,0,1,11188.18,0,0,2084.5,0,1926.5,1,1170.5,0,0,1,1
1063,1,0,0,2119.5,0,0,0,15985.42,1,0,966.5,0,994.5,1,1170.5,0,0,1,1
1065,1,0,1,883.5,0,0,0,17569.42,0,0,1521.5,0,1926.5,0,284.5,1,0,0,1
1067,1,1,0,189.5,0,0,1,14086.12,0,1,2084.5,0,994.5,0,284.5,1,0,0,1
1069,1,0,1,883.5,0,0,1,18450.06,1,0,2084.5,1,268.5,1,1170.5,0,1,1,1
1071,1,0,0,883.5,1,0,0,13638.94,1,0,1521.5,0,1926.5,1,1170.5,0,0,1,1
1074,1,0,0,1619.5,0,0,1,15155.4,1,0,1521.5,1,268.5,1,1170.5,0,1,1,1
1075,1,0,0,883.5,0,0,0,14925.72,0,1,966.5,1,268.5,0,284.5,0,1,1,1
1076,1,0,0,189.5,0,0,1,14047.34,0,0,2084.5,0,994.5,1,1170.5,0,0,1,1
1077,1,1,0,883.5,0,0,0,17146.36,1,0,2084.5,0,1926.5,0,284.5,0,1,0,1
1078,1,0,0,189.5,0,0,1,14117.64,0,1,966.5,1,268.5,0,2086.5,1,0,0,1
1079,1,0,0,883.5,1,0,0,20122.6,1,0,1521.5,0,994.5,1,1170.5,1,0,0,1
1081,1,0,0,1619.5,0,0,0,13574.08,0,0,2084.5,0,1926.5,1,1170.5,0,0,1,1
1083,1,0,0,883.5,0,0,0,16350.66,0,1,966.5,1,268.5,1,1170.5,0,0,1,3
1084,1,1,0,883.5,1,0,0,12735.26,1,0,2084.5,0,994.5,1,1170.5,0,0,1,1
1085,1,1,0,883.5,0,1,0,15407.54,0,0,966.5,1,268.5,1,1170.5,1,0,1,1
1086,1,0,0,883.5,0,0,0,16507.58,0,1,2084.5,0,1926.5,0,284.5,0,0,1,1
1088,1,0,1,189.5,0,0,1,12021.04,0,0,2084.5,1,268.5,0,2086.5,0,1,1,1
1089,1,1,0,883.5,0,0,0,15994.54,1,0,2084.5,0,994.5,1,1170.5,0,0,0,1
1090,1,0,0,883.5,0,0,0,14147.86,0,0,1521.5,0,1926.5,1,1170.5,0,1,1,1
1091,1,1,0,1619.5,0,0,0,17060.78,0,0,966.5,1,268.5,1,1170.5,0,1,1,4
1094,1,0,1,883.5,0,0,1,16823.46,1,0,966.5,0,994.5,0,2086.5,1,0,1,1
1096,1,1,0,883.5,0,0,1,14898.92,0,1,2084.5,0,994.5,1,1170.5,0,1,1,1
1098,1,1,0,883.5,0,0,0,14805.4,1,0,966.5,0,994.5,1,1170.5,0,0,0,3
1099,1,0,0,883.5,0,0,1,15474.88,0,0,329.5,0,1926.5,1,1170.5,0,1,1,1
1100,1,0,0,883.5,0,0,0,16960.08,1,0,966.5,0,1926.5,1,1170.5,0,0,1,1
1101,1,1,1,1619.5,0,0,0,16097.36,0,1,1521.5,0,994.5,0,284.5,0,1,0,1
1105,1,0,1,2119.5,0,1,0,16045.32,1,0,1521.5,1,268.5,1,1170.5,0,0,1,1
1111,1,0,1,883.5,0,0,0,17534.22,1,0,966.5,0,994.5,1,1170.5,1,0,1,1
1112,1,0,1,189.5,0,0,1,15965.14,0,0,329.5,0,994.5,1,1170.5,0,1,1,5
1113,1,0,1,1619.5,0,0,0,14938.12,1,0,329.5,0,1926.5,0,2086.5,0,0,1,2
1114,1,0,0,883.5,0,0,0,13229.68,0,1,2084.5,0,994.5,0,284.5,0,1,0,1
1115,1,0,0,2119.5,0,0,0,13842.64,1,0,1521.5,0,994.5,1,1170.5,1,0,1,1
1116,1,1,1,189.5,0,0,1,12271.86,1,0,2084.5,0,994.5,0,284.5,0,0,1,1
1118,1,0,1,1619.5,0,0,0,17941.64,0,0,2084.5,0,1926.5,1,1170.5,0,0,1,1
1119,1,0,1,189.5,0,0,1,15064.4,0,0,966.5,0,1926.5,1,1170.5,0,0,1,1
1120,1,1,0,189.5,0,0,1,11738.24,0,1,2084.5,0,1926.5,1,1170.5,1,0,1,1
1121,1,0,0,883.5,0,0,0,14873.4,1,0,966.5,0,1926.5,0,284.5,1,0,1,1
1122,1,0,0,883.5,0,0,1,16942.98,0,0,2084.5,0,994.5,1,1170.5,0,0,1,1
1123,1,0,0,189.5,0,0,1,12922.24,1,0,1521.5,0,994.5,1,1170.5,1,0,1,1
1126,1,0,1,189.5,0,0,1,12171.9,1,0,1521.5,0,1926.5,0,2086.5,1,0,0,2
1127,1,0,0,883.5,0,0,1,17229.32,1,0,329.5,0,1926.5,1,1170.5,0,0,1,1
1130,1,0,1,883.5,0,0,0,13532.96,0,1,1521.5,1,268.5,1,1170.5,0,0,0,1
1132,1,0,0,883.5,0,0,0,16558.5,1,0,966.5,0,994.5,1,1170.5,1,0,0,1
1134,1,1,0,189.5,0,0,1,12031.04,1,0,329.5,0,994.5,1,1170.5,0,0,0,1
1136,1,0,0,189.5,0,0,1,16350.22,0,0,2084.5,1,268.5,1,1170.5,0,1,0,1
1137,1,0,0,883.5,0,0,1,14437.42,1,0,1521.5,0,994.5,0,284.5,0,0,1,1
1138,1,0,1,883.5,0,0,1,17814.44,0,1,1521.5,0,994.5,0,2086.5,0,0,1,1
1140,1,0,0,883.5,0,0,0,14186.08,0,0,2084.5,0,994.5,1,1170.5,1,0,1,1
1141,1,1,0,883.5,0,0,0,16814.88,0,0,1521.5,1,268.5,1,1170.5,1,0,0,1
1142,1,0,0,883.5,1,0,0,14590.18,0,0,966.5,0,1926.5,1,1170.5,0,0,0,1
1143,1,0,1,189.5,0,0,1,11481.92,1,0,329.5,0,994.5,1,1170.5,0,0,0,1
1145,1,1,0,189.5,0,0,1,14402.96,1,0,1521.5,0,994.5,1,1170.5,1,0,0,3
1146,1,1,0,883.5,0,0,0,15858.18,1,0,2084.5,1,268.5,1,1170.5,1,0,1,3
1147,1,0,0,883.5,0,0,1,17241.52,1,0,966.5,0,994.5,1,1170.5,0,1,0,1
1148,1,1,0,2394.5,0,1,0,16208.98,0,0,966.5,1,268.5,0,284.5,1,0,0,1
1149,1,0,1,883.5,0,0,0,15757.92,0,1,1521.5,1,268.5,1,1170.5,0,0,0,1
1150,1,0,1,1619.5,0,0,0,14679.3,0,1,1521.5,0,994.5,1,1170.5,0,0,0,1
1151,1,1,0,883.5,0,0,0,15896.98,1,0,966.5,1,268.5,1,1170.5,1,0,0,1
1152,1,0,0,189.5,0,0,1,15653.96,0,0,2084.5,0,1926.5,1,1170.5,0,0,0,1
1154,1,0,1,1619.5,0,0,1,16045.66,0,1,329.5,0,1926.5,1,1170.5,1,0,0,2
1155,1,0,0,2119.5,0,0,0,13501.38,1,0,2084.5,1,268.5,0,2086.5,0,1,0,1
1158,1,0,1,2119.5,0,0,0,17675.5,1,0,1521.5,0,994.5,1,1170.5,0,1,1,4
1159,1,0,1,883.5,0,0,0,15633.72,0,0,2084.5,0,994.5,1,1170.5,0,0,1,1
1160,1,1,0,883.5,0,0,0,17067.22,0,0,2084.5,0,994.5,1,1170.5,0,0,1,2
1161,1,0,1,2119.5,0,0,1,15432.26,1,0,2084.5,1,268.5,0,2086.5,1,0,0,1
1162,1,0,0,2119.5,1,0,0,14209.06,0,0,1521.5,0,1926.5,1,1170.5,1,0,0,1
1163,1,0,1,883.5,0,0,0,16030.1,1,0,2084.5,0,1926.5,1,1170.5,1,0,1,1
1164,1,0,0,883.5,0,0,1,17315.64,1,0,2084.5,1,268.5,1,1170.5,0,1,0,1
1166,1,0,0,1619.5,0,0,0,16380.52,1,0,966.5,1,268.5,1,1170.5,1,0,0,1
1167,1,0,0,883.5,0,0,0,12892.54,1,0,1521.5,0,994.5,0,284.5,0,1,0,3
1168,1,0,1,1619.5,0,0,0,16767.24,0,0,2084.5,0,1926.5,1,1170.5,0,0,1,1
1169,1,0,1,883.5,0,0,0,18236.68,1,0,1521.5,0,1926.5,1,1170.5,0,0,1,3
1170,1,0,1,883.5,0,0,0,14606.48,0,0,966.5,0,994.5,0,284.5,0,1,1,1
1171,1,0,0,883.5,0,0,1,17560.06,0,0,966.5,0,994.5,1,1170.5,0,0,1,1
1172,1,0,0,883.5,1,0,0,15919.44,0,1,329.5,1,268.5,0,2086.5,0,1,0,1
1174,1,0,0,1619.5,0,0,0,14217.68,1,0,2084.5,1,268.5,1,1170.5,0,0,1,1
1175,1,0,0,883.5,0,0,1,14142.72,0,0,2084.5,0,994.5,1,1170.5,1,0,0,1
1176,1,0,1,189.5,0,0,1,12607.78,1,0,1521.5,0,994.5,1,1170.5,1,0,0,1
1177,1,0,0,189.5,0,0,1,14781.88,0,1,329.5,0,994.5,1,1170.5,0,1,0,1
1178,1,0,0,883.5,0,0,1,18229.3,0,0,966.5,0,994.5,1,1170.5,0,0,1,1
1179,1,0,0,883.5,0,0,0,14519.84,0,0,329.5,0,994.5,0,284.5,0,0,0,1
1180,1,0,0,189.5,0,0,1,12879.34,1,0,1521.5,0,1926.5,1,1170.5,1,0,1,1
1181,1,0,0,2119.5,0,0,0,13967.48,1,0,966.5,0,1926.5,1,1170.5,1,0,1,1
1182,1,0,0,1619.5,0,0,0,15010.84,0,1,329.5,0,994.5,1,1170.5,0,0,1,1
1183,1,0,0,883.5,0,0,1,15601.32,1,0,966.5,1,268.5,1,1170.5,1,0,1,1
1184,1,1,0,883.5,0,0,0,14615.44,1,0,2084.5,0,994.5,1,1170.5,0,0,1,1
1185,1,1,1,1619.5,1,0,0,14603.16,0,1,966.5,1,268.5,0,284.5,0,0,1,1
1186,1,1,1,883.5,0,0,0,15553.46,1,0,966.5,0,994.5,1,1170.5,0,1,1,5
1188,1,0,0,883.5,0,0,0,18073.86,1,0,1521.5,0,994.5,1,1170.5,0,1,1,1
1189,1,0,0,189.5,0,0,1,11759.96,0,1,966.5,0,994.5,0,2086.5,0,0,1,1
1191,1,0,0,1619.5,0,0,0,15493.04,1,0,1521.5,1,268.5,1,1170.5,0,0,0,2
1192,1,1,0,883.5,1,0,0,16489.72,0,1,329.5,0,994.5,1,1170.5,0,0,0,1
1193,1,1,1,1619.5,0,0,0,16015.46,0,0,1521.5,1,268.5,1,1170.5,0,0,1,1
1194,1,0,1,883.5,0,0,0,15477.24,1,0,966.5,0,1926.5,1,1170.5,0,1,0,1
1195,1,1,1,883.5,0,0,0,16087.6,0,1,2084.5,1,268.5,0,284.5,0,0,1,1
1196,1,0,0,1619.5,0,0,1,15498.72,0,0,966.5,0,994.5,1,1170.5,0,1,0,1
1197,1,0,0,2119.5,0,0,1,18492.54,0,0,966.5,1,268.5,1,1170.5,1,0,0,2
1198,1,0,0,883.5,0,0,0,18053.94,1,0,966.5,0,994.5,1,1170.5,0,1,1,1
1200,1,0,0,883.5,0,0,0,15090.88,0,0,2084.5,1,268.5,1,1170.5,1,0,1,1
1202,0,0,0,2119.5,0,1,0,21172.64,1,0,329.5,0,994.5,0,2086.5,0,0,0,1
1209,0,1,0,883.5,0,1,0,56281.97,0,0,1521.5,0,1926.5,0,284.5,0,0,1,1
1210,0,0,1,1619.5,0,0,0,11630.41,0,0,966.5,0,1926.5,0,284.5,0,0,1,1
1212,0,0,0,2119.5,0,1,0,40755.55,0,0,329.5,0,994.5,0,284.5,0,0,1,1
1219,0,1,0,1619.5,0,0,0,-35885.95,0,0,2084.5,0,1926.5,0,284.5,0,0,0,1
1220,0,0,0,2119.5,0,0,0,3199.82,0,1,329.5,0,1926.5,1,1170.5,0,1,1,1
1221,0,0,0,2119.5,0,0,0,25291.44,1,0,966.5,0,1926.5,0,2086.5,1,0,0,1
1225,0,0,0,1619.5,1,0,0,83029.57,1,0,1521.5,0,1926.5,0,284.5,1,0,1,1
1226,0,0,0,2119.5,0,0,0,52253.93,0,0,329.5,0,1926.5,1,1170.5,1,0,0,1
1227,0,1,0,1619.5,0,1,0,-8711.03,1,0,966.5,0,994.5,0,2086.5,1,0,0,1
1228,0,0,1,2119.5,0,0,0,27866.27,0,0,1521.5,1,268.5,0,284.5,1,0,0,1
1229,0,0,0,189.5,0,0,1,43476.52,1,0,1521.5,0,1926.5,1,1170.5,0,0,1,1
1230,0,0,0,883.5,0,0,0,23022.85,0,0,329.5,0,1926.5,0,284.5,1,0,1,2
1231,0,0,0,883.5,0,1,0,71674.97,0,0,1521.5,0,1926.5,1,1170.5,0,0,1,1
1233,0,0,0,2119.5,0,0,0,50955.42,1,0,2084.5,1,268.5,0,2086.5,0,0,0,1
1235,0,1,1,189.5,0,0,1,18657.37,1,0,329.5,0,1926.5,0,2086.5,1,0,1,1
1240,0,0,1,883.5,1,0,0,24628.44,0,0,329.5,1,268.5,1,1170.5,0,0,0,1
1247,0,0,0,2119.5,0,0,0,58050.67,0,1,2084.5,0,1926.5,0,284.5,1,0,1,2
1249,0,0,0,1619.5,0,1,0,28635.02,0,0,1521.5,0,1926.5,1,1170.5,0,0,1,1
1251,0,0,0,883.5,0,0,0,62940.65,0,0,966.5,0,1926.5,0,2086.5,0,0,1,1
1257,0,0,0,189.5,0,0,1,54619.25,0,0,966.5,0,994.5,0,2086.5,1,0,1,1
1258,0,0,0,883.5,0,0,0,23828.13,1,0,329.5,0,994.5,1,1170.5,0,0,1,1
1259,0,0,0,2119.5,0,0,1,30979.31,0,0,329.5,0,1926.5,0,284.5,1,0,1,1
1260,0,1,0,2119.5,0,0,0,35825.56,0,0,966.5,0,1926.5,0,2086.5,0,0,1,1
1264,0,0,0,2119.5,0,0,0,39944.2,0,0,329.5,0,994.5,0,2086.5,0,0,1,1
1268,0,0,0,1619.5,0,0,0,31750.69,1,0,329.5,0,994.5,0,284.5,0,0,1,1
1271,0,0,0,883.5,1,0,0,64751.76,0,0,329.5,0,994.5,0,2086.5,0,0,1,1
1273,0,0,0,189.5,0,0,1,51550.9,0,0,966.5,0,1926.5,1,1170.5,0,0,1,1
1274,0,0,0,2119.5,0,0,0,95110.8,0,0,329.5,0,1926.5,0,2086.5,0,0,0,1
1276,0,0,1,2119.5,1,0,0,66597.76,0,0,2084.5,0,1926.5,0,2086.5,1,0,1,1
1277,0,0,0,883.5,0,0,0,33243.73,1,0,1521.5,0,1926.5,0,284.5,0,0,1,1
1280,0,1,0,1619.5,0,1,0,53001.28,0,0,329.5,0,1926.5,1,1170.5,1,0,1,1
1281,0,0,0,883.5,0,1,0,32975.23,0,0,2084.5,0,1926.5,0,284.5,0,1,0,1
1283,0,1,0,189.5,0,0,1,18389.11,0,0,2084.5,0,994.5,0,2086.5,0,0,1,1
1289,0,1,1,2119.5,1,0,0,60519.35,0,0,329.5,1,268.5,0,284.5,1,0,0,1
1295,0,0,0,189.5,0,0,1,56348.94,1,0,2084.5,0,1926.5,1,1170.5,1,0,1,1
1298,0,0,0,189.5,0,0,1,28419.26,0,0,2084.5,0,994.5,1,1170.5,1,0,0,1
1299,0,0,0,1619.5,0,0,0,33257.88,0,0,966.5,0,994.5,0,2086.5,1,0,0,1
1301,0,1,0,883.5,1,0,0,21084.39,0,0,1521.5,0,1926.5,0,2086.5,1,0,0,1
1302,0,1,0,1619.5,1,0,0,24677.83,0,0,329.5,0,1926.5,1,1170.5,0,0,0,1
1303,0,0,0,2119.5,1,0,0,31727.3,0,0,1521.5,0,994.5,1,1170.5,1,0,0,1
1307,0,1,0,883.5,1,0,0,35243.54,0,0,329.5,0,994.5,1,1170.5,0,0,0,1
1308,0,0,0,2119.5,1,0,0,115181.89,0,0,329.5,1,268.5,1,1170.5,0,0,1,1
1311,0,0,0,883.5,1,0,0,71924.19,0,0,329.5,0,1926.5,0,2086.5,1,0,0,1
1313,0,0,0,1619.5,1,0,0,22247.61,0,0,1521.5,0,1926.5,0,2086.5,1,0,0,1
1314,0,1,0,2119.5,1,0,0,41965.84,0,0,1521.5,1,268.5,0,2086.5,1,0,1,1
1316,0,1,0,2119.5,0,0,0,22256.51,0,0,329.5,1,268.5,0,284.5,1,0,1,1
1318,0,1,0,883.5,1,0,0,59053.47,1,0,2084.5,0,994.5,0,284.5,0,0,0,1
1319,0,0,0,1619.5,0,0,0,72617.27,0,0,1521.5,0,994.5,1,1170.5,0,0,0,1
1322,0,0,1,883.5,0,0,0,41046.29,0,1,966.5,1,268.5,1,1170.5,1,0,1,1
1326,0,0,1,1619.5,0,0,0,77387.43,0,0,1521.5,0,1926.5,1,1170.5,1,0,1,1
1328,0,1,0,2119.5,0,1,0,25922.65,0,0,329.5,0,1926.5,1,1170.5,0,0,1,1
1330,0,1,1,883.5,0,0,0,34308.91,0,0,329.5,1,268.5,0,284.5,1,0,0,1
1331,0,0,1,883.5,0,0,0,37503.87,0,0,329.5,0,1926.5,0,284.5,1,0,0,1
1332,0,0,0,883.5,0,0,0,18985.46,0,0,329.5,0,1926.5,1,1170.5,1,0,1,1
1336,0,0,0,2119.5,0,1,0,19845.12,0,0,329.5,1,268.5,1,1170.5,1,0,1,1
1340,0,1,0,883.5,1,0,0,231.28,0,0,329.5,0,1926.5,0,2086.5,0,0,1,1
1341,0,0,0,1619.5,1,0,0,46744.05,0,0,1521.5,0,1926.5,0,2086.5,0,0,0,1
1342,0,0,0,883.5,0,0,1,19404.57,1,0,329.5,0,1926.5,1,1170.5,1,0,0,1
1343,0,0,0,2119.5,0,1,0,49914.12,1,0,2084.5,0,1926.5,0,284.5,1,0,1,1
